Created Date,Account Record Type,Membership Category,Membership Status,Member Type,Person Account: State/Province,Person Account: Country,Transaction Date,Total Payment,Unit Price,Order Id,Product: Product Name,Product: Record Type
2017-07-17,Individual,Individual,Expired,Student,London,United Kingdom,2018-11-26,0,50,Order 0276248,Student,Membership
2018-01-04,Individual,Individual,Current,Student,MO,United States,2019-01-04,0,50,Order 0288835,Student,Membership
2017-04-26,Individual,Individual,Expired,Professional,"",Luxembourg,2019-01-05,0,50,Order 0289533,Student,Membership
2017-08-23,Individual,Individual,Expired,Student,"",South Africa,2019-02-01,0,50,Order 0304332,Student,Membership
2017-06-23,Individual,Individual,Current,Higher Education,"",United Kingdom,2019-04-09,0,50,Order 0333097,Student,Membership
2018-01-04,Individual,Individual,Current,Student,MO,United States,2019-05-13,0,50,Order 0347052,Student,Membership
2017-05-25,Individual,Individual,Expired,Individual Green Membership,New South Wales,Australia,2019-08-19,0,50,Order 0385994,Student,Membership
2017-07-07,Individual,Individual,Current,Student,"",Japan,2019-09-11,0,50,Order 0395569,Student,Membership
2017-04-25,Individual,Individual,Current,Not-For-Profit,FL,United States,2019-09-20,0,50,Order 0399657,Student,Membership
2017-09-15,Individual,Individual,Expired,Government,Ontario,Canada,2019-10-02,0,50,Order 0406833,Student,Membership
2017-06-18,Individual,Individual,Current,Professional,"",United States,2019-11-14,0,50,Order 0429617,Student,Membership
2017-09-26,Individual,Individual,Expired,Transitional,MD,United States,2019-11-22,0,50,Order 0434219,Student,Membership
2017-07-28,Individual,Individual,Current,Student,AZ,United States,2019-12-12,0,50,Order 0442887,Student,Membership
2017-06-29,Individual,Individual,Expired,Government,Surrey,United Kingdom,2019-12-20,0,50,Order 0445971,Student,Membership
2017-09-15,Individual,Individual,Current,Professional,"",Finland,2020-01-09,0,50,Order 0453969,Student,Membership
2017-12-29,Individual,Individual,Current,Professional,"",Estonia,2020-06-12,0,50,Order 0565943,Student,Membership
2017-05-24,Individual,Individual,Future,Professional,"",Netherlands,2020-06-19,0,50,Order 0569626,Student,Membership
2017-05-03,Individual,Individual,Expired,Individual Green Membership,OH,United States,2020-07-06,0,50,Order 0577262,Student,Membership
2017-05-30,Individual,Individual,Expired,Not-For-Profit,Leicestershire,United Kingdom,2021-11-10,0,50,Order 1188834,Student,Membership
2017-09-08,Individual,Individual,Current,Student,GA,United States,2021-11-18,0,50,Order 1268123,Student,Membership
2017-07-10,Individual,Individual,Current,Transitional,"",Germany,2021-12-31,0,50,Order 1339802,Student,Membership
2017-09-03,Individual,Individual,Current,Professional,NC,United States,2017-11-15,0,70,Order 0152474,Student,Membership
2016-01-29,Individual,Individual,Current,Higher Education,PA,United States,2016-05-12,0,100,Order 0038707,Higher Education,Membership
2016-01-22,Individual,Individual,Expired,Government,"",Belgium,2017-01-18,0,100,Order 0079368,Government,Membership
2017-08-03,Individual,Individual,Current,Professional,MA,United States,2017-02-27,0,100,Order 0090666,Higher Education,Membership
2017-06-05,Individual,Individual,Expired,Professional,"",Czech Republic,2017-06-05,0,100,Order 0114140,Higher Education,Membership
2016-02-09,Individual,Individual,Current,Government,VA,United States,2017-08-29,0,100,Order 0132240,Government,Membership
2016-02-09,Individual,Individual,Current,Government,VA,United States,2017-09-11,0,100,Order 0135648,Government,Membership
2016-01-04,Individual,Individual,Expired,Government,KY,United States,2018-01-02,0,100,Order 0164017,Government,Membership
2016-01-22,Individual,Individual,Expired,Government,"",Belgium,2018-01-31,0,100,Order 0175704,Government,Membership
2016-01-22,Individual,Individual,Expired,Government,"",Belgium,2018-02-16,0,100,Order 0182708,Government,Membership
2017-05-23,Individual,Individual,Expired,Professional,"",Netherlands,2018-06-01,0,100,Order 0217995,Higher Education,Membership
2017-06-15,Individual,Individual,Current,Government,CA,United States,2018-06-05,0,100,Order 0218972,Government,Membership
2017-06-16,Individual,Individual,Expired,Government,FL,United States,2018-06-05,0,100,Order 0219045,Government,Membership
2016-02-19,Individual,Individual,Expired,Individual Green Membership,CA,United States,2018-06-18,0,100,Order 0222375,Retired,Membership
2016-01-06,Individual,Individual,Expired,Government,CA,United States,2018-07-03,0,100,Order 0226710,Government,Membership
2017-10-05,Individual,Individual,Current,Government,"",Netherlands,2018-08-23,0,100,Order 0243005,Government,Membership
2017-09-29,Individual,Individual,Current,Not-For-Profit,VA,United States,2018-09-14,0,100,Order 0250625,Not-For-Profit,Membership
2017-06-05,Individual,Individual,Expired,Government,"",United Kingdom,2018-09-17,0,100,Order 0251114,Government,Membership
2017-09-08,Individual,Individual,Expired,Professional,"",United States,2018-12-28,0,100,Order 0286825,Transitional,Membership
2017-10-05,Individual,Individual,Current,Not-For-Profit,British Columbia,Canada,2019-02-04,0,100,Order 0305170,Not-For-Profit,Membership
2017-05-15,Individual,Individual,Grace,Government,Queensland,Australia,2019-05-15,0,100,Order 0348150,Government,Membership
2017-07-12,Individual,Individual,Current,Professional,New South Wales,Australia,2019-05-23,0,100,Order 0352322,Government,Membership
2017-06-02,Individual,Individual,Future,Not-For-Profit,"",Netherlands,2019-06-04,0,100,Order 0356472,Not-For-Profit,Membership
2017-04-25,Individual,Individual,Current,Government,"",United Kingdom,2019-07-24,0,100,Order 0375590,Government,Membership
2017-05-25,Individual,Individual,Expired,Individual Green Membership,New South Wales,Australia,2019-10-02,0,100,Order 0406702,Transitional,Membership
2017-08-21,Individual,Individual,Future,Professional,"",Netherlands,2019-10-25,0,100,Order 0417497,Not-For-Profit,Membership
2017-04-17,Individual,Individual,Expired,Higher Education,"",Turkey,2019-11-18,0,100,Order 0431826,Higher Education,Membership
2017-05-16,Individual,Individual,Future,Not-For-Profit,NY,United States,2020-04-01,0,100,Order 0509521,Government,Membership
2016-02-29,Individual,Individual,Current,Government,NJ,United States,2020-04-15,0,100,Order 0529156,Government,Membership
2017-08-02,Individual,Individual,Current,Retired,MN,United States,2020-10-06,0,100,Order 0630731,Retired,Membership
2017-08-17,Individual,Individual,Current,Higher Education,"",New Zealand,2021-05-23,0,100,Order 0780198,Higher Education,Membership
2016-01-07,Individual,Individual,Current,Professional,"",Netherlands,2021-06-29,0,100,Order 0809102,Not-For-Profit,Membership
2017-09-29,Individual,Individual,Current,Not-For-Profit,VA,United States,2021-08-30,0,100,Order 0898429,Not-For-Profit,Membership
2017-08-11,Individual,Individual,Current,Government,Ontario,Canada,2021-09-15,0,100,Order 0929974,Government,Membership
2017-09-07,Individual,Individual,Expired,Government,"",United States,2021-12-06,0,100,Order 1276837,Government,Membership
2017-09-26,Individual,Individual,Current,Transitional,MD,United States,2017-09-26,0,140,Order 0139734,Student,Membership
2017-08-24,Individual,Individual,Grace,Professional,Bern,Switzerland,2018-08-31,0,145.83,Order 0245627,Professional,Membership
2016-02-16,Individual,Individual,Expired,Professional,"",Belgium,2016-02-16,0,250,Order 0025099,Professional,Membership
2016-02-18,Individual,Individual,Current,Professional,CA,United States,2016-02-19,0,250,Order 0025794,Professional,Membership
2016-03-01,Individual,Individual,Current,Professional,CA,United States,2016-03-21,0,250,Order 0031638,Professional,Membership
2016-02-29,Individual,Individual,Current,Professional,"",United States,2016-04-27,0,250,Order 0036621,Professional,Membership
2016-02-10,Individual,Individual,Current,Professional,"",United Kingdom,2016-05-19,0,250,Order 0039527,Professional,Membership
2016-02-11,Individual,Individual,Expired,Professional,"",United Kingdom,2016-05-24,0,250,Order 0039952,Professional,Membership
2016-01-12,Individual,Individual,Current,Professional,"",United States,2016-06-15,0,250,Order 0043095,Professional,Membership
2016-01-12,Individual,Individual,Grace,Professional,"",United States,2016-06-15,0,250,Order 0043098,Professional,Membership
2016-02-17,Individual,Individual,Current,Professional,Ontario,Canada,2017-02-28,0,250,Order 0091039,Professional,Membership
2016-02-02,Individual,Individual,Expired,Professional,"",France,2017-03-30,0,250,Order 0100301,Professional,Membership
2016-01-29,Individual,Individual,Current,Professional,"",Netherlands,2017-04-12,0,250,Order 0103859,Professional,Membership
2017-04-27,Individual,Individual,Expired,Professional,Leicestershire,United Kingdom,2017-04-27,0,250,Order 0106910,Professional,Membership
2017-05-25,Individual,Individual,Current,Government,British Columbia,Canada,2017-06-06,0,250,Order 0114598,Professional,Membership
2017-06-26,Individual,Individual,Current,Professional,"",Netherlands,2017-06-26,0,250,Order 0118674,Professional,Membership
2017-07-03,Individual,Individual,Expired,Professional,"",Costa Rica,2017-07-03,0,250,Order 0120278,Professional,Membership
2017-07-07,Individual,Individual,Current,Professional,CA,United States,2017-07-07,0,250,Order 0121232,Professional,Membership
2017-07-10,Individual,Individual,Current,Government,"",Israel,2017-07-10,0,250,Order 0121462,Professional,Membership
2017-08-10,Individual,Individual,Current,Not-For-Profit,"",Netherlands,2017-08-11,0,250,Order 0127989,Professional,Membership
2017-08-16,Individual,Individual,Expired,Professional,Andhra Pradesh,India,2017-08-16,0,250,Order 0128861,Professional,Membership
2017-09-06,Individual,Individual,Current,Professional,"",Cyprus,2017-09-11,0,250,Order 0135392,Professional,Membership
2017-09-12,Individual,Individual,Expired,Professional,WA,United States,2017-09-12,0,250,Order 0135973,Professional,Membership
2017-09-14,Individual,Individual,Expired,Professional,Basel-Stadt,Switzerland,2017-09-14,0,250,Order 0136546,Professional,Membership
2017-09-27,Individual,Individual,Current,Professional,"",France,2017-09-29,0,250,Order 0140713,Professional,Membership
2017-07-09,Individual,Individual,Expired,Professional,CA,United States,2017-09-30,0,250,Order 0141027,Professional,Membership
2017-09-28,Individual,Individual,Current,Professional,"",United Kingdom,2017-10-02,0,250,Order 0141366,Professional,Membership
2017-10-05,Individual,Individual,Expired,Government,"",Netherlands,2017-10-05,0,250,Order 0142459,Professional,Membership
2017-09-22,Individual,Individual,Current,Professional,Ontario,Canada,2017-10-06,0,250,Order 0142939,Professional,Membership
2016-02-05,Individual,Individual,Current,Professional,TX,United States,2017-11-22,0,250,Order 0154469,Professional,Membership
2018-01-02,Individual,Individual,Expired,Professional,NJ,United States,2018-01-09,0,250,Order 0166720,Professional,Membership
2017-08-17,Individual,Individual,Expired,Individual Green Membership,PA,United States,2018-01-12,0,250,Order 0168623,Professional,Membership
2016-01-27,Individual,Individual,Expired,Professional,"",Belgium,2018-01-26,0,250,Order 0174094,Professional,Membership
2016-01-12,Individual,Individual,Expired,Professional,WA,United States,2018-02-23,0,250,Order 0185482,Professional,Membership
2017-08-29,Individual,Individual,Current,Professional,Cheshire,United Kingdom,2018-03-06,0,250,Order 0189241,Professional,Membership
2017-05-16,Individual,Individual,Current,Professional,"",United Kingdom,2018-04-26,0,250,Order 0208482,Professional,Membership
2017-06-26,Individual,Individual,Expired,Professional,Ontario,Canada,2018-05-15,0,250,Order 0215008,Professional,Membership
2017-06-22,Individual,Individual,Expired,Transitional,AZ,United States,2018-06-21,0,250,Order 0223499,Professional,Membership
2017-06-13,Individual,Individual,Expired,Professional,"",United States,2018-07-03,0,250,Order 0226567,Professional,Membership
2017-08-02,Individual,Individual,Current,Retired,WA,United States,2018-07-27,0,250,Order 0234620,Professional,Membership
2017-06-05,Individual,Individual,Expired,Professional,"",Czech Republic,2018-08-01,0,250,Order 0236129,Professional,Membership
2016-01-05,Individual,Individual,Expired,Professional,CA,United States,2018-08-02,0,250,Order 0236580,Professional,Membership
2017-09-06,Individual,Individual,Current,Professional,"","",2018-08-03,0,250,Order 0236670,Professional,Membership
2017-09-19,Individual,Individual,Future,Professional,"","",2018-08-08,0,250,Order 0238046,Professional,Membership
2017-05-08,Individual,Individual,Current,Professional,West Midlands,United Kingdom,2018-08-10,0,250,Order 0238746,Professional,Membership
2017-08-30,Individual,Individual,Expired,Professional,"",Netherlands,2018-08-14,0,250,Order 0239472,Professional,Membership
2017-08-08,Individual,Individual,Current,Professional,"",Finland,2018-08-20,0,250,Order 0241163,Professional,Membership
2017-07-29,Individual,Individual,Expired,Professional,Karnataka,India,2018-08-21,0,250,Order 0241659,Professional,Membership
2017-06-29,Individual,Individual,Grace,Professional,"",Belgium,2018-08-28,0,250,Order 0243926,Professional,Membership
2017-09-29,Individual,Individual,Current,Professional,"",Netherlands,2018-09-05,0,250,Order 0247053,Professional,Membership
2017-06-16,Individual,Individual,Expired,Professional,"",France,2018-09-12,0,250,Order 0249768,Professional,Membership
2017-10-04,Individual,Individual,Current,Professional,GA,United States,2018-09-17,0,250,Order 0251380,Professional,Membership
2017-10-02,Individual,Individual,Expired,Temporary,Ontario,Canada,2018-09-19,0,250,Order 0252499,Professional,Membership
2017-09-25,Individual,Individual,Expired,Professional,"",Sweden,2018-09-24,0,250,Order 0254110,Professional,Membership
2016-02-04,Individual,Individual,Current,Professional,British Columbia,Canada,2018-09-27,0,250,Order 0256092,Professional,Membership
2017-08-17,Individual,Individual,Current,Professional,"",United Kingdom,2018-10-01,0,250,Order 0257211,Professional,Membership
2017-08-17,Individual,Individual,Current,Professional,"",United Kingdom,2018-10-02,0,250,Order 0257648,Professional,Membership
2017-09-11,Individual,Individual,Current,Professional,"",United Kingdom,2018-10-12,0,250,Order 0261582,Professional,Membership
2017-06-22,Individual,Individual,Expired,Professional,"",Netherlands,2018-10-16,0,250,Order 0262642,Professional,Membership
2017-07-06,Individual,Individual,Current,Professional,"",United Kingdom,2018-10-23,0,250,Order 0264800,Professional,Membership
2017-07-06,Individual,Individual,Current,Professional,"",United Kingdom,2018-10-29,0,250,Order 0266432,Professional,Membership
2017-07-10,Individual,Individual,Expired,Professional,"",South Africa,2018-11-08,0,250,Order 0270722,Professional,Membership
2017-06-07,Individual,Individual,Current,Professional,"",Denmark,2018-11-12,0,250,Order 0271765,Professional,Membership
2017-06-12,Individual,Individual,Expired,Professional,"",Netherlands,2018-11-12,0,250,Order 0271667,Professional,Membership
2016-02-09,Individual,Individual,Current,Professional,NJ,United States,2018-11-20,0,250,Order 0274885,Professional,Membership
2017-09-12,Individual,Individual,Expired,Individual Green Membership,Catalunya,Spain,2018-11-20,0,250,Order 0274818,Professional,Membership
2017-06-07,Individual,Individual,Current,Professional,"",Denmark,2018-12-04,0,250,Order 0279461,Professional,Membership
2017-06-29,Individual,Individual,Expired,Professional,"","",2018-12-07,0,250,Order 0281018,Professional,Membership
2017-08-16,Individual,Individual,Current,Professional,"",Netherlands,2018-12-16,0,250,Order 0283669,Professional,Membership
2017-09-08,Individual,Individual,Expired,Professional,"",United States,2018-12-28,0,250,Order 0286825,Professional,Membership
2017-09-25,Individual,Individual,Expired,Higher Education,British Columbia,Canada,2019-02-01,0,250,Order 0307982,Professional,Membership
2017-07-17,Individual,Individual,Expired,Student,London,United Kingdom,2019-01-07,0,275,Order 0290039,Professional,Membership
2017-08-27,Individual,Individual,Expired,Professional,"",United Arab Emirates,2019-01-10,0,275,Order 0292597,Professional,Membership
2016-01-06,Individual,Individual,Expired,Professional,"",Belgium,2019-01-21,0,275,Order 0298870,Professional,Membership
2017-08-25,Individual,Individual,Expired,Professional,OH,United States,2019-02-12,0,275,Order 0308669,Professional,Membership
2016-01-25,Individual,Individual,Expired,Professional,Ontario,Canada,2019-03-05,0,275,Order 0316392,Professional,Membership
2017-05-11,Individual,Individual,Current,Government,"",Netherlands,2019-03-05,0,275,Order 0316313,Professional,Membership
2017-07-12,Individual,Individual,Expired,Professional,SD,United States,2019-03-21,0,275,Order 0325038,Professional,Membership
2017-04-26,Individual,Individual,Current,Professional,"",Canada,2019-04-30,0,275,Order 0342188,Professional,Membership
2017-04-13,Individual,Individual,Grace,Professional,London,United Kingdom,2019-05-01,0,275,Order 0342251,Professional,Membership
2017-04-20,Individual,Individual,Expired,Individual Green Membership,"",Finland,2019-05-03,0,275,Order 0343534,Professional,Membership
2017-04-20,Individual,Individual,Expired,Individual Green Membership,"",Finland,2019-05-05,0,275,Order 0343874,Professional,Membership
2017-04-12,Individual,Individual,Current,Professional,CA,United States,2019-05-06,0,275,Order 0344392,Professional,Membership
2016-01-20,Individual,Individual,Expired,Individual Green Membership,Victoria,Australia,2019-05-13,0,275,Order 0347411,Professional,Membership
2017-08-17,Individual,Individual,Current,Professional,Queensland,Australia,2019-05-13,0,275,Order 0347413,Professional,Membership
2017-05-23,Individual,Individual,Expired,Professional,"",Germany,2019-05-21,0,275,Order 0350960,Professional,Membership
2017-05-16,Individual,Individual,Current,Professional,British Columbia,Canada,2019-05-28,0,275,Order 0353522,Professional,Membership
2017-05-08,Individual,Individual,Current,Higher Education,NJ,United States,2019-06-03,0,275,Order 0356281,Professional,Membership
2017-06-23,Individual,Individual,Expired,Professional,"",United Kingdom,2019-07-04,0,275,Order 0368930,Professional,Membership
2017-08-23,Individual,Individual,Future,Professional,"",Denmark,2019-07-12,0,275,Order 0371211,Professional,Membership
2017-07-19,Individual,Individual,Future,Government,"",United States,2019-07-15,0,275,Order 0371982,Professional,Membership
2017-08-15,Individual,Individual,Current,Not-For-Profit,"",Switzerland,2019-07-25,0,275,Order 0375799,Professional,Membership
2017-06-13,Individual,Individual,Expired,Individual Green Membership,"","",2019-07-28,0,275,Order 0376780,Professional,Membership
2017-09-06,Individual,Individual,Current,Professional,CO,United States,2019-08-12,0,275,Order 0383180,Professional,Membership
2017-09-27,Individual,Individual,Current,Professional,Zürich,Switzerland,2019-08-19,0,275,Order 0386050,Professional,Membership
2017-08-08,Individual,Individual,Current,Professional,"",Netherlands,2019-08-20,0,275,Order 0386031,Professional,Membership
2017-09-27,Individual,Individual,Current,Professional,Zürich,Switzerland,2019-08-21,0,275,Order 0386566,Professional,Membership
2017-08-07,Individual,Individual,Current,Professional,"","",2019-08-27,0,275,Order 0388912,Professional,Membership
2017-09-12,Individual,Individual,Expired,Professional,"",United Kingdom,2019-09-10,0,275,Order 0394747,Professional,Membership
2017-05-01,Individual,Individual,Current,Professional,"",Hong Kong,2019-09-23,0,275,Order 0400903,Professional,Membership
2017-07-20,Individual,Individual,Current,Professional,Vaud,Switzerland,2019-09-26,0,275,Order 0403878,Professional,Membership
2017-07-24,Individual,Individual,Current,Student,"",Bulgaria,2019-10-04,0,275,Order 0407964,Professional,Membership
2017-08-04,Individual,Individual,Current,Professional,London,United Kingdom,2019-10-04,0,275,Order 0408018,Professional,Membership
2017-10-02,Individual,Individual,Current,Professional,London,United Kingdom,2019-10-04,0,275,Order 0408016,Professional,Membership
2017-08-01,Individual,Individual,Expired,Individual Green Membership,Ontario,Canada,2019-10-10,0,275,Order 0411023,Professional,Membership
2017-10-03,Individual,Individual,Expired,Individual Green Membership,NC,United States,2019-10-10,0,275,Order 0410655,Professional,Membership
2017-04-30,Individual,Individual,Expired,Individual Green Membership,WA,United States,2019-10-11,0,275,Order 0411078,Professional,Membership
2017-05-20,Individual,Individual,Current,Professional,FL,United States,2019-10-16,0,275,Order 0413100,Professional,Membership
2016-02-12,Individual,Individual,Expired,Professional,"",Netherlands,2019-12-30,0,275,Order 0447712,Professional,Membership
2017-08-23,Individual,Individual,Current,Professional,Victoria,Australia,2020-01-02,0,275,Order 0449318,Professional,Membership
2016-02-25,Individual,Individual,Grace,Professional,WA,United States,2020-01-13,0,275,Order 0456177,Professional,Membership
2017-07-03,Individual,Individual,Expired,Professional,London,United Kingdom,2020-01-14,0,275,Order 0456742,Professional,Membership
2017-06-24,Individual,Individual,Current,Professional,WA,United States,2020-01-15,0,275,Order 0457706,Professional,Membership
2017-06-13,Individual,Individual,Current,Professional,"",United States,2020-01-21,0,275,Order 0460381,Professional,Membership
2017-07-10,Individual,Individual,Expired,Transitional,GA,United States,2020-02-19,0,275,Order 0478786,Professional,Membership
2016-01-22,Individual,Individual,Current,Professional,"",United Kingdom,2020-02-27,0,275,Order 0483822,Professional,Membership
2017-10-02,Individual,Individual,Current,Professional,London,United Kingdom,2020-03-16,0,275,Order 0495530,Professional,Membership
2016-02-29,Individual,Individual,Expired,Professional,TX,United States,2020-03-31,0,275,Order 0508522,Professional,Membership
2017-04-20,Individual,Individual,Expired,Professional,KS,United States,2020-04-12,0,275,Order 0520465,Professional,Membership
2017-04-27,Individual,Individual,Grace,Professional,"",Barbados,2020-04-17,0,275,Order 0526010,Professional,Membership
2017-04-13,Individual,Individual,Grace,Professional,"",Romania,2020-06-17,0,275,Order 0568239,Professional,Membership
2017-05-20,Individual,Individual,Expired,Transitional,Surrey,United Kingdom,2020-06-30,0,275,Order 0575095,Professional,Membership
2017-09-20,Individual,Individual,Expired,Professional,"",Netherlands,2020-07-08,0,275,Order 0578621,Professional,Membership
2017-09-21,Individual,Individual,Future,Professional,London,United Kingdom,2020-07-20,0,275,Order 0584579,Professional,Membership
2016-01-05,Individual,Individual,Current,Professional,British Columbia,Canada,2020-07-21,0,275,Order 0585626,Professional,Membership
2017-08-13,Individual,Individual,Expired,Professional,São Paulo,Brazil,2020-07-21,0,275,Order 0585630,Professional,Membership
2017-07-25,Individual,Individual,Future,Professional,LA,United States,2020-08-11,0,275,Order 0597757,Professional,Membership
2017-09-26,Individual,Individual,Current,Professional,MA,United States,2020-09-03,0,275,Order 0612733,Professional,Membership
2017-07-10,Individual,Individual,Expired,Transitional,GA,United States,2020-09-11,0,275,Order 0617543,Professional,Membership
2017-07-27,Individual,Individual,Current,Professional,TX,United States,2020-09-15,0,275,Order 0619165,Professional,Membership
2017-04-19,Individual,Individual,Current,Professional,"",Croatia,2020-10-27,0,275,Order 0645064,Professional,Membership
2017-06-27,Individual,Individual,Expired,Professional,"",United States,2020-11-05,0,275,Order 0651792,Professional,Membership
2017-04-27,Individual,Individual,Current,Professional,London,United Kingdom,2020-12-18,0,275,Order 0677722,Professional,Membership
2017-05-05,Individual,Individual,Expired,Professional,"",Trinidad and Tobago,2021-02-09,0,275,Order 0709178,Professional,Membership
2017-04-26,Individual,Individual,Current,Professional,Dublin,Ireland,2021-03-01,0,275,Order 0719703,Professional,Membership
2016-02-04,Individual,Individual,Grace,Professional,NC,United States,2021-03-19,0,275,Order 0732562,Professional,Membership
2017-05-15,Individual,Individual,Current,Professional,OR,United States,2021-05-06,0,275,Order 0769332,Professional,Membership
2017-09-19,Individual,Individual,Current,Professional,"",Romania,2021-06-10,0,275,Order 0793306,Professional,Membership
2017-05-30,Individual,Individual,Expired,Professional,NC,United States,2021-06-29,0,275,Order 0809846,Professional,Membership
2017-09-15,Individual,Individual,Current,Professional,"",Netherlands,2021-07-14,0,275,Order 0827908,Professional,Membership
2017-09-08,Individual,Individual,Current,Professional,"",Germany,2021-08-04,0,275,Order 0857120,Professional,Membership
2017-07-20,Individual,Individual,Current,Professional,UT,United States,2021-08-30,0,275,Order 0897969,Professional,Membership
2017-09-28,Individual,Individual,Current,Professional,FL,United States,2021-09-09,0,275,Order 0917786,Professional,Membership
2017-09-05,Individual,Individual,Current,Professional,IL,United States,2021-09-15,0,275,Order 0929412,Professional,Membership
2017-07-24,Individual,Individual,Current,Student,"",Bulgaria,2021-09-20,0,275,Order 0940735,Professional,Membership
2017-09-27,Individual,Individual,Expired,Professional,"",Portugal,2021-09-30,0,275,Order 0966386,Professional,Membership
2017-09-27,Individual,Individual,Current,Professional,"",Bulgaria,2021-10-07,0,275,Order 0985818,Professional,Membership
2016-01-10,Individual,Individual,Current,Professional,IL,United States,2021-10-12,0,275,Order 1002239,Professional,Membership
2016-03-02,Individual,Individual,Current,Professional,Ontario,Canada,2021-10-13,0,275,Order 1005642,Professional,Membership
2017-07-03,Individual,Individual,Current,Not-For-Profit,CA,United States,2021-10-18,0,275,Order 1020861,Professional,Membership
2017-12-27,Individual,Individual,Expired,Professional,MA,United States,2021-10-29,0,275,Order 1061152,Professional,Membership
