Created Date,Account Record Type,Membership Category,Membership Status,Member Type,Person Account: State/Province,Person Account: Country,Transaction Date,Total Payment,Unit Price,Order Id,Product: Product Name,Product: Record Type
2018-09-11,Individual,Individual,Expired,Individual Green Membership,"",Bulgaria,2018-09-11,1495,0,Order 0249070,Professional,Membership
2016-08-18,Individual,Individual,Current,Professional,"",United States,2018-09-12,1495,0,Order 0249619,Professional,Membership
2018-09-12,Individual,Individual,Current,Professional,Tokyo,Japan,2018-09-12,1495,0,Order 0249430,Professional,Membership
2018-09-12,Individual,Individual,Current,Professional,Dublin,Ireland,2018-09-12,1495,0,Order 0249580,Professional,Membership
2018-09-14,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2018-09-14,1495,0,Order 0250461,Professional,Membership
2018-09-17,Individual,Individual,Expired,Individual Green Membership,"",Sweden,2018-09-17,1495,0,Order 0251290,Professional,Membership
2018-09-18,Individual,Individual,Current,Professional,"",Brazil,2018-09-18,1495,0,Order 0252232,Professional,Membership
2018-09-24,Individual,Individual,Expired,Professional,OH,United States,2018-09-24,1495,0,Order 0254645,Professional,Membership
2016-06-06,Individual,Individual,Expired,Professional,São Paulo,Brazil,2018-09-25,1495,0,Order 0255235,Professional,Membership
2018-09-26,Individual,Individual,Expired,Professional,"",United States,2018-09-28,1495,0,Order 0256626,Professional,Membership
2018-09-28,Individual,Individual,Expired,Professional,"",Germany,2018-09-28,1495,0,Order 0256303,Professional,Membership
2018-09-25,Individual,Individual,Current,Professional,"",Belgium,2018-09-29,1495,0,Order 0256813,Professional,Membership
2018-10-04,Individual,Individual,Expired,Professional,Surrey,United Kingdom,2018-10-04,1495,0,Order 0258805,Professional,Membership
2018-10-04,Individual,Individual,Expired,Professional,"","",2018-10-04,1495,0,Order 0258864,Professional,Membership
2018-10-04,Individual,Individual,Expired,Professional,"",United States,2018-10-04,1495,0,Order 0259078,Professional,Membership
2018-10-08,Individual,Individual,Current,Professional,"",Macao,2018-10-08,1495,0,Order 0259757,Professional,Membership
2018-10-08,Individual,Individual,Expired,Individual Green Membership,"",Israel,2018-10-08,1495,0,Order 0259799,Professional,Membership
2018-10-11,Individual,Individual,Current,Professional,"",Ireland,2018-10-11,1495,0,Order 0261205,Professional,Membership
2018-09-28,Individual,Individual,Expired,Professional,"",United Kingdom,2018-10-12,1495,0,Order 0261600,Professional,Membership
2018-10-07,Individual,Individual,Expired,Professional,"",Australia,2018-10-15,1495,0,Order 0262111,Professional,Membership
2018-10-15,Individual,Individual,Current,Government,Hertfordshire,United Kingdom,2018-10-15,1495,0,Order 0262128,Professional,Membership
2018-09-12,Individual,Individual,Expired,Professional,"",Sweden,2018-10-17,1495,0,Order 0263077,Professional,Membership
2018-10-18,Individual,Individual,Expired,Professional,AZ,United States,2018-10-18,1495,0,Order 0263507,Professional,Membership
2018-10-18,Individual,Individual,Expired,Professional,"",France,2018-10-19,1495,0,Order 0263789,Professional,Membership
2018-10-19,Individual,Individual,Expired,Professional,Cork,Ireland,2018-10-19,1495,0,Order 0263725,Professional,Membership
2018-09-18,Individual,Individual,Expired,Professional,"",Netherlands,2018-10-22,1495,0,Order 0264351,Professional,Membership
2018-10-15,Individual,Individual,Current,Professional,Leitrim,Ireland,2018-10-22,1495,0,Order 0264321,Professional,Membership
2018-09-14,Individual,Individual,Current,Professional,"",New Zealand,2018-10-23,1495,0,Order 0264969,Professional,Membership
2016-08-03,Individual,Individual,Current,Transitional,"",Costa Rica,2018-10-24,1495,0,Order 0265457,Professional,Membership
2018-09-05,Individual,Individual,Expired,Professional,"",United Kingdom,2018-10-25,1495,0,Order 0265752,Professional,Membership
2018-10-28,Individual,Individual,Expired,Professional,"",Japan,2018-10-28,1495,0,Order 0266340,Professional,Membership
2018-09-28,Individual,Individual,Expired,Higher Education,"",Ecuador,2018-10-30,1495,0,Order 0267277,Professional,Membership
2018-10-23,Individual,Individual,Current,Professional,"",United Kingdom,2018-10-30,1495,0,Order 0267365,Professional,Membership
2018-10-30,Individual,Individual,Current,Professional,"",United Kingdom,2018-10-30,1495,0,Order 0266998,Professional,Membership
2018-10-30,Individual,Individual,Expired,Professional,NY,United States,2018-10-30,1495,0,Order 0267327,Professional,Membership
2018-10-30,Individual,Individual,Current,Professional,NY,United States,2018-10-30,1495,0,Order 0267348,Professional,Membership
2018-11-02,Individual,Individual,Expired,Professional,Tamil Nadu,India,2018-11-02,1495,0,Order 0268210,Professional,Membership
2018-09-18,Individual,Individual,Current,Professional,London,United Kingdom,2018-11-05,1495,0,Order 0268872,Professional,Membership
2018-10-09,Individual,Individual,Expired,Individual Green Membership,"",United States,2018-11-05,1495,0,Order 0269183,Professional,Membership
2018-11-07,Individual,Individual,Expired,Professional,"",Israel,2018-11-07,1495,0,Order 0269825,Professional,Membership
2018-11-08,Individual,Individual,Grace,Professional,"",Netherlands,2018-11-08,1495,0,Order 0270454,Professional,Membership
2018-11-02,Individual,Individual,Current,Professional,Zug,Switzerland,2018-11-09,1495,0,Order 0271036,Professional,Membership
2018-11-09,Individual,Individual,Expired,Professional,"",United Kingdom,2018-11-09,1495,0,Order 0270826,Professional,Membership
2016-10-18,Individual,Individual,Current,Professional,Essex,United Kingdom,2018-11-13,1495,0,Order 0271982,Professional,Membership
2016-07-28,Individual,Individual,Current,Government,TX,United States,2018-11-15,1495,0,Order 0273342,Professional,Membership
2018-10-11,Individual,Individual,Expired,Professional,"",Cyprus,2018-11-15,1495,0,Order 0272889,Professional,Membership
2018-10-16,Individual,Individual,Expired,Professional,CA,United States,2018-11-16,1495,0,Order 0273642,Professional,Membership
2018-11-16,Individual,Individual,Expired,Professional,Dublin,Ireland,2018-11-16,1495,0,Order 0273674,Professional,Membership
2018-11-19,Individual,Individual,Current,Professional,"",Turkey,2018-11-19,1495,0,Order 0274113,Professional,Membership
2018-10-10,Individual,Individual,Expired,Professional,"",Netherlands,2018-11-19,1495,0,Order 0274200,Professional,Membership
2018-11-20,Individual,Individual,Expired,Professional,"",Bulgaria,2018-11-21,1495,0,Order 0275211,Professional,Membership
2016-08-02,Individual,Individual,Expired,Professional,"",Taiwan,2018-11-23,1495,0,Order 0275698,Professional,Membership
2018-11-23,Individual,Individual,Expired,Professional,"",Thailand,2018-11-25,1495,0,Order 0276085,Professional,Membership
2018-11-26,Individual,Individual,Current,Professional,London,United Kingdom,2018-11-26,1495,0,Order 0276254,Professional,Membership
2018-10-19,Individual,Individual,Current,Professional,MN,United States,2018-11-29,1495,0,Order 0278196,Professional,Membership
2018-11-30,Individual,Individual,Expired,Professional,London,United Kingdom,2018-11-30,1495,0,Order 0278516,Professional,Membership
2018-11-30,Individual,Individual,Expired,Professional,FL,United States,2018-11-30,1495,0,Order 0278602,Professional,Membership
2018-11-29,Individual,Individual,Expired,Professional,"",Ukraine,2018-12-03,1495,0,Order 0283337,Professional,Membership
2018-12-03,Individual,Individual,Expired,Professional,"",United States,2018-12-03,1495,0,Order 0279203,Professional,Membership
2018-11-28,Individual,Individual,Expired,Professional,"",Belgium,2018-12-04,1495,0,Order 0279398,Professional,Membership
2018-12-01,Individual,Individual,Current,Professional,Zürich,Switzerland,2018-12-05,1495,0,Order 0280058,Professional,Membership
2018-12-05,Individual,Individual,Expired,Not-For-Profit,"",Greece,2018-12-05,1495,0,Order 0280263,Professional,Membership
2018-12-05,Individual,Individual,Expired,Professional,"",Belgium,2018-12-05,1495,0,Order 0279807,Professional,Membership
2018-12-07,Individual,Individual,Expired,Professional,Surrey,United Kingdom,2018-12-07,1495,0,Order 0280945,Professional,Membership
2018-11-30,Individual,Individual,Current,Professional,TX,United States,2018-12-10,1495,0,Order 0281410,Professional,Membership
2018-12-06,Individual,Individual,Expired,Professional,"",Cyprus,2018-12-12,1495,0,Order 0282426,Professional,Membership
2018-12-12,Individual,Individual,Current,Professional,MN,United States,2018-12-12,1495,0,Order 0282557,Professional,Membership
2018-12-13,Individual,Individual,Expired,Professional,CA,United States,2018-12-13,1495,0,Order 0283089,Professional,Membership
2018-11-27,Individual,Individual,Current,Professional,"",Switzerland,2018-12-14,1495,0,Order 0283324,Professional,Membership
2018-12-14,Individual,Individual,Current,Professional,"",Netherlands,2018-12-14,1495,0,Order 0283298,Professional,Membership
2018-12-15,Individual,Individual,Current,Professional,"",Slovakia,2018-12-15,1495,0,Order 0283640,Professional,Membership
2018-10-07,Individual,Individual,Expired,Professional,"",Sweden,2018-12-16,1495,0,Order 0283689,Professional,Membership
2018-12-17,Individual,Individual,Expired,Professional,"",France,2018-12-17,1495,0,Order 0283764,Professional,Membership
2018-10-02,Individual,Individual,Expired,Professional,FL,United States,2018-12-17,1495,0,Order 0284047,Professional,Membership
2018-12-05,Individual,Individual,Current,Professional,"",Netherlands,2018-12-18,1495,0,Order 0284351,Professional,Membership
2018-12-17,Individual,Individual,Expired,Professional,"",Honduras,2018-12-18,1495,0,Order 0284329,Professional,Membership
2016-08-30,Individual,Individual,Current,Professional,"",United States,2018-12-18,1495,0,Order 0284434,Professional,Membership
2018-09-04,Individual,Individual,Future,Professional,IA,United States,2018-12-20,1495,0,Order 0284873,Professional,Membership
2018-12-25,Individual,Individual,Current,Professional,"",Saudi Arabia,2018-12-25,1495,0,Order 0285857,Professional,Membership
2016-10-29,Individual,Individual,Current,Professional,"",Saudi Arabia,2018-12-25,1495,0,Order 0285856,Professional,Membership
2018-12-10,Individual,Individual,Expired,Not-For-Profit,Zug,Switzerland,2018-12-27,1495,0,Order 0286053,Professional,Membership
2018-12-27,Individual,Individual,Current,Professional,Zhejiang,China,2018-12-27,1495,0,Order 0286321,Professional,Membership
2019-01-01,Individual,Individual,Expired,Professional,Norfolk,United Kingdom,2018-12-28,1495,0,Order 0287201,Professional,Membership
2018-12-31,Individual,Individual,Expired,Government,"",Australia,2018-12-31,1495,0,Order 0286882,Professional,Membership
2016-09-14,Individual,Individual,Current,Not-For-Profit,CA,United States,2018-12-31,1495,0,Order 0287072,Professional,Membership
2018-12-03,Individual,Individual,Current,Professional,Lincolnshire,United Kingdom,2019-01-02,1495,0,Order 0293620,Professional,Membership
2018-10-09,Individual,Individual,Current,Professional,"",Brazil,2019-01-02,1495,0,Order 0287277,Professional,Membership
2018-11-07,Individual,Individual,Expired,Professional,Lincolnshire,United Kingdom,2019-01-02,1495,0,Order 0293616,Professional,Membership
2018-12-27,Individual,Individual,Expired,Professional,Distrito Federal,Brazil,2019-01-03,1495,0,Order 0288195,Professional,Membership
2019-01-03,Individual,Individual,Expired,Professional,"",Netherlands,2019-01-03,1495,0,Order 0288004,Professional,Membership
2018-10-30,Individual,Individual,Current,Professional,Dublin,Ireland,2019-01-04,1495,0,Order 0288929,Professional,Membership
2019-01-06,Individual,Individual,Expired,Professional,"",Germany,2019-01-06,1495,0,Order 0289678,Professional,Membership
2019-01-04,Individual,Individual,Current,Professional,MA,United States,2019-01-07,1495,0,Order 0290625,Professional,Membership
2018-11-04,Individual,Individual,Current,Government,"",Cyprus,2019-01-07,1495,0,Order 0290257,Professional,Membership
2019-01-07,Individual,Individual,Expired,Professional,UT,United States,2019-01-08,1495,0,Order 0291343,Professional,Membership
2019-01-08,Individual,Individual,Current,Professional,"",United Kingdom,2019-01-08,1495,0,Order 0291375,Professional,Membership
2019-01-02,Individual,Individual,Expired,Professional,"",United States,2019-01-09,1495,0,Order 0291935,Professional,Membership
2019-01-08,Individual,Individual,Expired,Professional,"",United States,2019-01-09,1495,0,Order 0292091,Professional,Membership
2018-10-26,Individual,Individual,Expired,Higher Education,"",Cote d'Ivoire,2019-01-09,1495,0,Order 0291686,Professional,Membership
2019-01-10,Individual,Individual,Expired,Professional,"",Romania,2019-01-10,1495,0,Order 0292502,Professional,Membership
2019-01-10,Individual,Individual,Expired,Professional,"",Romania,2019-01-10,1495,0,Order 0292503,Professional,Membership
2018-09-26,Individual,Individual,Current,Not-For-Profit,TX,United States,2019-01-11,1495,0,Order 0294124,Professional,Membership
2019-01-14,Individual,Individual,Expired,Professional,"",Netherlands,2019-01-14,1495,0,Order 0294540,Professional,Membership
2019-01-14,Individual,Individual,Expired,Professional,TX,United States,2019-01-14,1495,0,Order 0295125,Professional,Membership
2019-01-07,Individual,Individual,Grace,Professional,"",United Kingdom,2019-01-15,1495,0,Order 0295226,Professional,Membership
2019-01-15,Individual,Individual,Current,Professional,"",Netherlands,2019-01-15,1495,0,Order 0295211,Professional,Membership
2016-11-01,Individual,Individual,Current,Professional,"",Netherlands,2019-01-16,1495,0,Order 0296947,Professional,Membership
2018-12-21,Individual,Individual,Expired,Professional,"","Korea, Republic of",2019-01-17,1495,0,Order 0297549,Professional,Membership
2019-01-10,Individual,Individual,Expired,Professional,"",Netherlands,2019-01-17,1495,0,Order 0297462,Professional,Membership
2018-12-03,Individual,Individual,Expired,Professional,São Paulo,Brazil,2019-01-18,1495,0,Order 0298198,Professional,Membership
2018-10-03,Individual,Individual,Expired,Professional,Dublin,Ireland,2019-01-18,1495,0,Order 0297998,Professional,Membership
2018-09-14,Individual,Individual,Current,Professional,"",South Africa,2019-01-21,1495,0,Order 0298774,Professional,Membership
2019-01-11,Individual,Individual,Current,Not-For-Profit,NY,United States,2019-01-22,1495,0,Order 0299436,Professional,Membership
2019-01-15,Individual,Individual,Current,Higher Education,Hampshire,United Kingdom,2019-01-25,1495,0,Order 0301283,Professional,Membership
2019-01-09,Individual,Individual,Current,Professional,"",United Kingdom,2019-01-29,1495,0,Order 0302535,Professional,Membership
2018-11-19,Individual,Individual,Current,Professional,"",United States,2019-01-31,1495,0,Order 0304014,Professional,Membership
2018-10-12,Individual,Individual,Current,Professional,"",United States,2019-01-31,1495,0,Order 0303959,Professional,Membership
2018-11-18,Individual,Individual,Expired,Professional,Ontario,Canada,2019-02-01,1495,0,Order 0304448,Professional,Membership
2019-01-01,Individual,Individual,Expired,Professional,London,United Kingdom,2019-02-01,1495,0,Order 0315345,Professional,Membership
2019-01-13,Individual,Individual,Expired,Professional,"",United Kingdom,2019-02-03,1495,0,Order 0304689,Professional,Membership
2018-11-26,Individual,Individual,Current,Professional,AZ,United States,2019-02-12,1495,0,Order 0308915,Professional,Membership
2019-01-07,Individual,Individual,Current,Professional,"",Netherlands,2019-02-13,1495,0,Order 0309174,Professional,Membership
2019-01-15,Individual,Individual,Expired,Professional,"",Netherlands,2019-02-14,1495,0,Order 0309707,Professional,Membership
2018-11-21,Individual,Individual,Expired,Professional,NC,United States,2019-02-15,1495,0,Order 0312720,Professional,Membership
2016-10-28,Individual,Individual,Expired,Professional,"",United Kingdom,2019-02-27,1495,0,Order 0314284,Professional,Membership
2018-10-30,Individual,Individual,Expired,Professional,"",Hungary,2019-02-28,1495,0,Order 0314831,Professional,Membership
2019-01-02,Individual,Individual,Expired,Professional,"",Hong Kong,2019-03-01,1495,0,Order 0322179,Professional,Membership
2019-01-21,Individual,Individual,Expired,Professional,"",Romania,2019-03-01,1495,0,Order 0315428,Professional,Membership
2019-01-18,Individual,Individual,Current,Professional,"",Finland,2019-03-04,1495,0,Order 0315669,Professional,Membership
2018-10-18,Individual,Individual,Current,Professional,VA,United States,2019-03-04,1495,0,Order 0316010,Professional,Membership
2018-12-10,Individual,Individual,Expired,Individual Green Membership,CA,United States,2019-03-05,1495,0,Order 0316165,Professional,Membership
2018-10-17,Individual,Individual,Current,Professional,São Paulo,Brazil,2019-03-10,1495,0,Order 0318270,Professional,Membership
2018-11-19,Individual,Individual,Current,Professional,Kildare,Ireland,2019-03-12,1495,0,Order 0319119,Professional,Membership
2018-10-11,Individual,Individual,Current,Professional,"",United States,2019-03-12,1495,0,Order 0319703,Professional,Membership
2018-10-23,Individual,Individual,Future,Government,"",Belgium,2019-03-20,1495,0,Order 0324237,Professional,Membership
2019-01-02,Individual,Individual,Current,Professional,"",United Kingdom,2019-03-21,1495,0,Order 0325022,Professional,Membership
2018-11-19,Individual,Individual,Expired,Professional,"",United Kingdom,2019-03-22,1495,0,Order 0325481,Professional,Membership
2016-08-05,Individual,Individual,Expired,Individual Green Membership,London,United Kingdom,2019-03-22,1495,0,Order 0325662,Professional,Membership
2016-08-10,Individual,Individual,Expired,Individual Green Membership,"",Ireland,2019-03-28,1495,0,Order 0328033,Professional,Membership
2018-11-02,Individual,Individual,Current,Professional,"",Romania,2019-03-28,1495,0,Order 0328040,Professional,Membership
2018-09-23,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-04-04,1495,0,Order 0331067,Professional,Membership
2018-11-04,Individual,Individual,Current,Professional,Baden-Wurttemberg,Germany,2019-04-08,1495,0,Order 0332415,Professional,Membership
2018-10-25,Individual,Individual,Current,Professional,Kent,United Kingdom,2019-04-09,1495,0,Order 0332951,Professional,Membership
2016-07-14,Individual,Individual,Expired,Professional,"",Switzerland,2019-04-17,1495,0,Order 0336708,Professional,Membership
2018-09-13,Individual,Individual,Current,Professional,"",France,2019-04-18,1495,0,Order 0337491,Professional,Membership
2018-09-12,Individual,Individual,Expired,Professional,"",France,2019-04-19,1495,0,Order 0337697,Professional,Membership
2018-09-18,Individual,Individual,Grace,Professional,"",United Kingdom,2019-04-24,1495,0,Order 0339507,Professional,Membership
2018-10-07,Individual,Individual,Expired,Individual Green Membership,"",Ireland,2019-04-24,1495,0,Order 0339463,Professional,Membership
2018-12-03,Individual,Individual,Current,Professional,"",United Arab Emirates,2019-04-29,1495,0,Order 0341171,Professional,Membership
2018-10-05,Individual,Individual,Current,Professional,"",Italy,2019-05-01,1495,0,Order 0352106,Professional,Membership
2018-11-14,Individual,Individual,Expired,Professional,"",Italy,2019-05-01,1495,0,Order 0346768,Professional,Membership
2019-01-03,Individual,Individual,Expired,Individual Green Membership,"",Philippines,2019-05-02,1495,0,Order 0343294,Professional,Membership
2018-12-06,Individual,Individual,Expired,Individual Green Membership,"",United States,2019-05-03,1495,0,Order 0343692,Professional,Membership
2018-09-18,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2019-05-10,1495,0,Order 0346282,Professional,Membership
2018-12-27,Individual,Individual,Current,Professional,TX,United States,2019-05-24,1495,0,Order 0352608,Professional,Membership
2018-11-05,Individual,Individual,Expired,Individual Green Membership,"",Belgium,2019-06-04,1495,0,Order 0356416,Professional,Membership
2018-11-25,Individual,Individual,Expired,Individual Green Membership,IL,United States,2019-06-06,1495,0,Order 0357792,Professional,Membership
2016-08-31,Individual,Individual,Expired,Professional,PA,United States,2019-06-10,1495,0,Order 0358933,Professional,Membership
2018-12-04,Individual,Individual,Current,Professional,MA,United States,2019-06-29,1495,0,Order 0367242,Professional,Membership
2019-01-16,Individual,Individual,Current,Professional,"",Netherlands,2019-07-01,1495,0,Order 0378180,Professional,Membership
2016-11-04,Individual,Individual,Current,Professional,Bavaria,Germany,2019-07-04,1495,0,Order 0368825,Professional,Membership
2019-01-07,Individual,Individual,Expired,Individual Green Membership,CA,United States,2019-07-08,1495,0,Order 0369742,Professional,Membership
2016-10-21,Individual,Individual,Expired,Individual Green Membership,NY,United States,2019-07-23,1495,0,Order 0375199,Professional,Membership
2018-10-21,Individual,Individual,Expired,Professional,"",Belarus,2019-07-29,1495,0,Order 0376890,Professional,Membership
2018-12-20,Individual,Individual,Expired,Individual Green Membership,Milan,Italy,2019-07-31,1495,0,Order 0377953,Professional,Membership
2019-01-17,Individual,Individual,Current,Professional,"",United States,2019-08-20,1495,0,Order 0386452,Professional,Membership
2018-10-31,Individual,Individual,Current,Professional,Cornwall,United Kingdom,2019-08-30,1495,0,Order 0390694,Professional,Membership
2018-11-07,Individual,Individual,Current,Professional,East Yorkshire,United Kingdom,2019-09-10,1495,0,Order 0394544,Professional,Membership
2018-11-22,Individual,Individual,Expired,Individual Green Membership,West Sussex,United Kingdom,2019-09-16,1495,0,Order 0396977,Professional,Membership
2016-09-22,Individual,Individual,Expired,Professional,"","",2019-09-16,1495,0,Order 0397279,Professional,Membership
2018-11-02,Individual,Individual,Expired,Individual Green Membership,"",United States,2019-09-18,1495,0,Order 0398409,Professional,Membership
2018-11-21,Individual,Individual,Current,Professional,Quebec,Canada,2019-09-24,1495,0,Order 0401708,Professional,Membership
2018-10-31,Individual,Individual,Expired,Professional,New South Wales,Australia,2019-09-25,1495,0,Order 0403298,Professional,Membership
2018-12-18,Individual,Individual,Current,Professional,UT,United States,2019-10-04,1495,0,Order 0408156,Professional,Membership
2019-01-04,Individual,Individual,Current,Professional,"",United Kingdom,2019-10-12,1495,0,Order 0411699,Professional,Membership
2018-12-21,Individual,Individual,Expired,Professional,"",Belgium,2019-10-16,1495,0,Order 0412832,Professional,Membership
2018-09-06,Individual,Individual,Current,Government,"",United Kingdom,2019-10-22,1495,0,Order 0415219,Professional,Membership
2018-10-21,Individual,Individual,Current,Professional,"",Belgium,2019-10-29,1495,0,Order 0419521,Professional,Membership
2019-01-21,Individual,Individual,Grace,Not-For-Profit,Madrid,Spain,2019-11-05,1495,0,Order 0424446,Professional,Membership
2019-01-15,Individual,Individual,Expired,Professional,"",Brazil,2019-11-08,1495,0,Order 0426464,Professional,Membership
2016-05-26,Individual,Individual,Current,Professional,"",Hong Kong,2019-11-12,1495,0,Order 0428101,Professional,Membership
2018-10-16,Individual,Individual,Expired,Professional,IN,United States,2019-11-15,1495,0,Order 0430329,Professional,Membership
2018-12-05,Individual,Individual,Current,Professional,"",Netherlands,2019-12-12,1495,0,Order 0442998,Professional,Membership
2018-12-27,Individual,Individual,Current,Professional,Zhejiang,China,2019-12-14,1495,0,Order 0443823,Professional,Membership
2018-12-05,Individual,Individual,Current,Professional,"",Brazil,2019-12-19,1495,0,Order 0445564,Professional,Membership
2019-01-16,Individual,Individual,Expired,Professional,Kent,United Kingdom,2020-01-30,1495,0,Order 0467876,Professional,Membership
2018-11-11,Individual,Individual,Expired,Professional,"",France,2020-01-31,1495,0,Order 0469050,Professional,Membership
2018-12-10,Individual,Individual,Expired,Professional,South Yorkshire,United Kingdom,2020-02-09,1495,0,Order 0473587,Professional,Membership
2018-12-20,Individual,Individual,Current,Professional,"",South Africa,2020-02-14,1495,0,Order 0476356,Professional,Membership
2018-11-19,Individual,Individual,Expired,Professional,São Paulo,Brazil,2020-02-22,1495,0,Order 0480509,Professional,Membership
2019-01-16,Individual,Individual,Expired,Professional,Kent,United Kingdom,2020-03-18,1495,0,Order 0496561,Professional,Membership
2018-10-24,Individual,Individual,Expired,Professional,MD,United States,2020-03-26,1495,0,Order 0504019,Professional,Membership
2018-12-19,Individual,Individual,Current,Not-For-Profit,VA,United States,2020-05-20,1495,0,Order 0552011,Professional,Membership
2018-10-18,Individual,Individual,Current,Professional,Queensland,Australia,2020-05-24,1495,0,Order 0554201,Professional,Membership
2016-09-21,Individual,Individual,Current,Professional,IL,United States,2020-05-26,1495,0,Order 0554953,Professional,Membership
